Departamento;Municipio;División;Personas en hogares particulares;Sin servicio de energía eléctrica;No tiene;Estrato 1;Estrato 2;Estrato 3;Estrato 4;Estrato 5;Estrato 6;No sabe o no responde
66_Risaralda;;Rural disperso;9.396;178;66;3.163;5.519;364;71;12;12;11
66_Risaralda;66170_Dosquebradas;Total;194.229;349;89;31.656;67.964;78.481;15.228;290;61;111
66_Risaralda;;Cabecera;183.723;243;72;25.401;66.084;77.016;14.466;281;57;103
66_Risaralda;;Centro poblado;3.192;26;3;2.511;603;35;10;4;0;0
66_Risaralda;;Rural disperso;7.314;80;14;3.744;1.277;1.430;752;5;4;8
66_Risaralda;66318_Guática;Total;11.516;96;81;5.962;4.756;601;3;8;0;9
66_Risaralda;;Cabecera;3.427;12;47;1.292;1.559;503;1;8;0;5
66_Risaralda;;Centro poblado;1.753;1;11;769;914;55;0;0;0;3
66_Risaralda;;Rural disperso;6.336;83;23;3.901;2.283;43;2;0;0;1
66_Risaralda;66383_La Celia;Total;6.154;40;31;1.656;3.161;1.114;130;18;1;3
66_Risaralda;;Cabecera;2.498;3;3;460;1.229;786;11;3;0;3
66_Risaralda;;Centro poblado;65;0;0;9;47;9;0;0;0;0
66_Risaralda;;Rural disperso;3.591;37;28;1.187;1.885;319;119;15;1;0
66_Risaralda;66400_La Virginia;Total;25.829;47;9;7.586;8.832;9.185;136;4;2;28
66_Risaralda;;Cabecera;25.310;43;5;7.206;8.737;9.164;123;4;2;26
66_Risaralda;;Centro poblado;126;0;0;117;9;0;0;0;0;0
66_Risaralda;;Rural disperso;393;4;4;263;86;21;13;0;0;2
66_Risaralda;66440_Marsella;Total;15.422;336;30;6.070;7.602;1.346;26;8;0;4
66_Risaralda;;Cabecera;8.001;8;10;1.597;5.098;1.266;10;8;0;4
66_Risaralda;;Centro poblado;674;2;0;538;132;2;0;0;0;0
66_Risaralda;;Rural disperso;6.747;326;20;3.935;2.372;78;16;0;0;0
66_Risaralda;66456_Mistrató;Total;15.921;848;274;10.106;4.006;582;44;7;20;34
66_Risaralda;;Cabecera;3.623;12;1;449;2.715;421;20;1;0;4
66_Risaralda;;Centro poblado;713;7;20;367;281;15;1;3;11;8
66_Risaralda;;Rural disperso;11.585;829;253;9.290;1.010;146;23;3;9;22
66_Risaralda;66572_Pueblo Rico;Total;14.429;1.184;1.229;9.371;2.301;311;11;9;0;13
66_Risaralda;;Cabecera;2.624;12;21;1.063;1.219;290;11;3;0;5
66_Risaralda;;Centro poblado;1.051;10;38;847;147;9;0;0;0;0
66_Risaralda;;Rural disperso;10.754;1.162;1.170;7.461;935;12;0;6;0;8
66_Risaralda;66594_Quinchía;Total;25.182;339;2.067;11.073;8.750;2.897;27;0;0;29
66_Risaralda;;Cabecera;6.751;14;227;1.561;2.112;2.793;23;0;0;21
66_Risaralda;;Centro poblado;2.712;32;185;1.196;1.205;89;0;0;0;5
66_Risaralda;;Rural disperso;15.719;293;1.655;8.316;5.433;15;4;0;0;3
66_Risaralda;66682_Santa Rosa De Cabal;Total;70.586;224;59;13.201;29.154;23.887;3.091;610;118;242
66_Risaralda;;Cabecera;60.326;139;13;8.934;24.616;23.071;2.784;476;72;221
66_Risaralda;;Centro poblado;1.737;19;11;747;735;153;34;30;6;2
66_Risaralda;;Rural disperso;8.523;66;35;3.520;3.803;663;273;104;40;19
66_Risaralda;66687_Santuario;Total;11.734;44;39;4.387;5.075;2.135;32;2;0;20
66_Risaralda;;Cabecera;5.596;10;1;618;2.889;2.041;18;2;0;17
66_Risaralda;;Centro poblado;1.130;0;0;961;149;20;0;0;0;0
66_Risaralda;;Rural disperso;5.008;34;38;2.808;2.037;74;14;0;0;3
68_Santander;68001_Bucaramanga;Total;523.426;2.439;741;123.426;94.219;133.899;135.999;13.392;18.832;479
68_Santander;;Cabecera;513.757;2.166;736;116.355;92.059;133.819;135.944;13.383;18.832;463
68_Santander;;Centro poblado;3.187;23;0;2.886;233;6;20;9;0;10
68_Santander;;Rural disperso;6.482;250;5;4.185;1.927;74;35;0;0;6
68_Santander;68013_Aguada;Total;1.649;31;8;1.238;353;17;0;0;0;2
68_Santander;;Cabecera;291;2;7;21;249;12;0;0;0;0
68_Santander;;Rural disperso;1.358;29;1;1.217;104;5;0;0;0;2
68_Santander;68020_Albania;Total;3.307;19;9;1.795;1.404;74;0;0;0;6
68_Santander;;Cabecera;494;1;1;187;230;74;0;0;0;1
68_Santander;;Centro poblado;93;0;2;43;48;0;0;0;0;0
68_Santander;;Rural disperso;2.720;18;6;1.565;1.126;0;0;0;0;5
68_Santander;68051_Aratoca;Total;7.861;166;206;6.066;1.353;47;8;3;0;12
68_Santander;;Cabecera;2.282;21;4;1.172;1.045;31;2;0;0;7
68_Santander;;Centro poblado;431;0;0;379;52;0;0;0;0;0
68_Santander;;Rural disperso;5.148;145;202;4.515;256;16;6;3;0;5
68_Santander;68077_Barbosa;Total;28.739;110;41;6.298;13.736;8.373;152;1;1;27
68_Santander;;Cabecera;22.501;64;19;4.450;9.563;8.241;150;1;1;12
68_Santander;;Centro poblado;1.786;16;13;273;1.416;62;0;0;0;6
68_Santander;;Rural disperso;4.452;30;9;1.575;2.757;70;2;0;0;9
68_Santander;68079_Barichara;Total;7.571;64;32;2.902;3.233;1.304;15;6;4;11
68_Santander;;Cabecera;2.815;9;17;202;1.294;1.269;15;3;1;5
68_Santander;;Centro poblado;290;0;0;212;77;1;0;0;0;0
68_Santander;;Rural disperso;4.466;55;15;2.488;1.862;34;0;3;3;6
68_Santander;68081_Barrancabermeja;Total;197.974;799;1.783;93.069;62.827;23.793;14.294;971;47;391
68_Santander;;Cabecera;174.041;572;618;71.454;62.148;23.683;14.272;930;45;319
68_Santander;;Centro poblado;11.489;45;139;10.759;434;65;9;8;0;30
68_Santander;;Rural disperso;12.444;182;1.026;10.856;245;45;13;33;2;42
68_Santander;68092_Betulia;Total;5.185;115;68;3.732;1.164;93;7;0;0;6
68_Santander;;Cabecera;1.225;6;4;406;745;58;1;0;0;5
68_Santander;;Centro poblado;1.673;21;12;1.510;130;0;0;0;0;0
68_Santander;;Rural disperso;2.287;88;52;1.816;289;35;6;0;0;1
68_Santander;68101_Bolívar;Total;9.437;526;47;6.333;2.397;104;1;0;3;26
68_Santander;;Cabecera;1.461;3;3;462;876;98;1;0;0;18
68_Santander;;Centro poblado;442;0;0;376;64;2;0;0;0;0
68_Santander;;Rural disperso;7.534;523;44;5.495;1.457;4;0;0;3;8
68_Santander;68121_Cabrera;Total;1.605;85;10;952;534;24;0;0;0;0
68_Santander;;Cabecera;351;7;6;170;160;8;0;0;0;0
68_Santander;;Rural disperso;1.254;78;4;782;374;16;0;0;0;0
68_Santander;68132_California;Total;1.784;43;8;1.059;644;29;0;0;0;1
68_Santander;;Cabecera;862;6;3;482;345;25;0;0;0;1
68_Santander;;Centro poblado;126;2;0;94;26;4;0;0;0;0
68_Santander;;Rural disperso;796;35;5;483;273;0;0;0;0;0
68_Santander;68147_Capitanejo;Total;5.276;96;29;3.696;1.377;75;0;0;0;3
68_Santander;;Cabecera;3.311;28;29;1.943;1.233;75;0;0;0;3
68_Santander;;Rural disperso;1.965;68;0;1.753;144;0;0;0;0;0
68_Santander;68152_Carcasí;Total;4.130;94;19;2.759;1.252;0;0;0;0;6
68_Santander;;Cabecera;620;3;0;429;184;0;0;0;0;4
68_Santander;;Centro poblado;112;9;1;63;39;0;0;0;0;0
68_Santander;;Rural disperso;3.398;82;18;2.267;1.029;0;0;0;0;2
68_Santander;68160_Cepitá;Total;1.869;62;46;1.086;673;2;0;0;0;0
68_Santander;;Cabecera;426;17;0;188;219;2;0;0;0;0
68_Santander;;Rural disperso;1.443;45;46;898;454;0;0;0;0;0
68_Santander;68162_Cerrito;Total;6.460;173;3;5.229;1.031;19;2;0;0;3
68_Santander;;Cabecera;3.280;102;0;2.181;981;11;2;0;0;3
68_Santander;;Centro poblado;100;7;0;92;1;0;0;0;0;0
68_Santander;;Rural disperso;3.080;64;3;2.956;49;8;0;0;0;0
68_Santander;68167_Charalá;Total;10.934;74;16;4.191;3.474;3.111;50;12;0;6
68_Santander;;Cabecera;6.837;15;4;591;3.104;3.069;46;2;0;6
68_Santander;;Centro poblado;149;1;0;113;35;0;0;0;0;0
68_Santander;;Rural disperso;3.948;58;12;3.487;335;42;4;10;0;0
68_Santander;68169_Charta;Total;2.814;49;1;2.550;209;3;0;0;0;2
68_Santander;;Cabecera;683;2;1;491;184;3;0;0;0;2
68_Santander;;Rural disperso;2.131;47;0;2.059;25;0;0;0;0;0
68_Santander;68176_Chima;Total;2.364;21;8;1.303;967;45;5;3;0;12
68_Santander;;Cabecera;729;3;3;327;381;5;0;0;0;10
68_Santander;;Rural disperso;1.635;18;5;976;586;40;5;3;0;2
68_Santander;68179_Chipatá;Total;4.336;41;25;1.134;3.064;57;4;0;0;11
68_Santander;;Cabecera;569;2;5;92;421;47;0;0;0;2
68_Santander;;Centro poblado;90;0;0;38;52;0;0;0;0;0
68_Santander;;Rural disperso;3.677;39;20;1.004;2.591;10;4;0;0;9
68_Santander;68190_Cimitarra;Total;24.843;461;155;18.929;4.535;707;20;10;1;25
68_Santander;;Cabecera;11.756;55;12;6.768;4.246;636;13;10;1;15
68_Santander;;Centro poblado;4.672;47;6;4.525;91;3;0;0;0;0
68_Santander;;Rural disperso;8.415;359;137;7.636;198;68;7;0;0;10
68_Santander;68207_Concepción;Total;5.300;190;12;3.378;1.707;5;1;0;0;7
68_Santander;;Cabecera;2.743;52;10;1.008;1.662;3;1;0;0;7
68_Santander;;Rural disperso;2.557;138;2;2.370;45;2;0;0;0;0
68_Santander;68209_Confines;Total;2.902;21;5;1.356;1.472;28;4;7;2;7
68_Santander;;Cabecera;652;0;1;110;530;0;1;7;0;3
68_Santander;;Rural disperso;2.250;21;4;1.246;942;28;3;0;2;4
68_Santander;68211_Contratación;Total;3.179;30;7;823;2.199;118;0;1;0;1
68_Santander;;Cabecera;2.399;7;0;270;2.009;111;0;1;0;1
68_Santander;;Centro poblado;34;0;0;4;30;0;0;0;0;0
68_Santander;;Rural disperso;746;23;7;549;160;7;0;0;0;0
68_Santander;68217_Coromoro;Total;4.775;234;11;2.031;2.468;29;0;0;0;2
68_Santander;;Cabecera;672;0;5;154;490;23;0;0;0;0
68_Santander;;Centro poblado;281;0;0;128;151;2;0;0;0;0
68_Santander;;Rural disperso;3.822;234;6;1.749;1.827;4;0;0;0;2
68_Santander;68229_Curití;Total;11.600;113;16;6.407;4.714;324;8;4;0;14
68_Santander;;Cabecera;4.524;13;0;1.403;2.960;139;0;4;0;5
68_Santander;;Rural disperso;7.076;100;16;5.004;1.754;185;8;0;0;9
68_Santander;68235_El Carmen De Chucuri;Total;17.567;632;69;10.883;5.892;49;11;9;0;22
68_Santander;;Cabecera;2.424;10;0;222;2.151;29;4;0;0;8
68_Santander;;Centro poblado;810;3;1;509;292;3;0;2;0;0
68_Santander;;Rural disperso;14.333;619;68;10.152;3.449;17;7;7;0;14
68_Santander;68245_El Guacamayo;Total;1.642;54;7;307;1.263;11;0;0;0;0
68_Santander;;Cabecera;532;9;0;203;309;11;0;0;0;0
68_Santander;;Centro poblado;193;0;3;16;174;0;0;0;0;0
68_Santander;;Rural disperso;917;45;4;88;780;0;0;0;0;0
68_Santander;68250_El Peñón;Total;4.095;183;273;3.186;439;5;0;0;0;9
68_Santander;;Cabecera;671;7;1;409;245;4;0;0;0;5
68_Santander;;Centro poblado;427;36;97;270;24;0;0;0;0;0
68_Santander;;Rural disperso;2.997;140;175;2.507;170;1;0;0;0;4
68_Santander;68255_El Playón;Total;12.840;178;54;7.108;5.417;68;0;0;0;15
68_Santander;;Cabecera;6.786;48;3;3.100;3.570;57;0;0;0;8
68_Santander;;Centro poblado;841;4;0;629;208;0;0;0;0;0
68_Santander;;Rural disperso;5.213;126;51;3.379;1.639;11;0;0;0;7
68_Santander;68264_Encino;Total;2.328;108;3;1.016;1.188;6;0;0;0;7
68_Santander;;Cabecera;514;7;0;207;287;6;0;0;0;7
68_Santander;;Rural disperso;1.814;101;3;809;901;0;0;0;0;0
68_Santander;68266_Enciso;Total;3.382;71;1;1.455;1.847;1;0;0;0;7
68_Santander;;Cabecera;832;28;0;185;616;1;0;0;0;2
68_Santander;;Centro poblado;71;0;0;35;36;0;0;0;0;0
68_Santander;;Rural disperso;2.479;43;1;1.235;1.195;0;0;0;0;5
68_Santander;68271_Florián;Total;4.596;82;6;3.725;718;36;0;0;0;29
68_Santander;;Cabecera;1.134;7;1;411;662;36;0;0;0;17
68_Santander;;Centro poblado;126;0;0;108;14;0;0;0;0;4
68_Santander;;Rural disperso;3.336;75;5;3.206;42;0;0;0;0;8
68_Santander;68276_Floridablanca;Total;274.607;570;367;43.693;108.313;67.722;34.570;15.993;3.157;222
68_Santander;;Cabecera;264.032;464;309;39.147;104.567;67.433;34.358;15.271;2.279;204
68_Santander;;Centro poblado;3.888;13;36;743;1.330;84;127;694;854;7
68_Santander;;Rural disperso;6.687;93;22;3.803;2.416;205;85;28;24;11
68_Santander;68296_Galán;Total;2.666;81;0;1.782;758;43;0;0;0;2
68_Santander;;Cabecera;755;17;0;304;409;25;0;0;0;0
68_Santander;;Rural disperso;1.911;64;0;1.478;349;18;0;0;0;2
68_Santander;68298_Gámbita;Total;3.508;165;21;1.969;1.178;171;4;0;0;0
68_Santander;;Cabecera;598;0;2;222;223;147;4;0;0;0
68_Santander;;Centro poblado;144;7;0;44;82;11;0;0;0;0
68_Santander;;Rural disperso;2.766;158;19;1.703;873;13;0;0;0;0
68_Santander;68307_Girón;Total;148.741;959;604;54.664;50.315;37.496;4.533;93;28;49
68_Santander;;Cabecera;131.739;434;339;44.816;44.428;37.108;4.474;89;18;33
68_Santander;;Centro poblado;5.731;293;144;2.705;2.522;54;5;3;0;5
68_Santander;;Rural disperso;11.271;232;121;7.143;3.365;334;54;1;10;11
68_Santander;68318_Guaca;Total;5.742;33;1;4.702;987;4;5;0;0;10
68_Santander;;Cabecera;1.504;9;0;761;730;4;0;0;0;0
68_Santander;;Centro poblado;32;0;0;13;19;0;0;0;0;0
68_Santander;;Rural disperso;4.206;24;1;3.928;238;0;5;0;0;10
68_Santander;68320_Guadalupe;Total;3.818;87;0;1.848;1.769;97;0;0;0;17
68_Santander;;Cabecera;1.490;0;0;388;1.022;63;0;0;0;17
68_Santander;;Centro poblado;47;0;0;27;11;9;0;0;0;0
68_Santander;;Rural disperso;2.281;87;0;1.433;736;25;0;0;0;0
68_Santander;68322_Guapotá;Total;2.052;8;7;989;862;140;45;1;0;0
68_Santander;;Cabecera;558;3;3;281;252;19;0;0;0;0
68_Santander;;Rural disperso;1.494;5;4;708;610;121;45;1;0;0
68_Santander;68324_Guavatá;Total;3.748;42;33;3.325;313;31;0;0;4;0
68_Santander;;Cabecera;1.015;7;31;695;251;31;0;0;0;0
68_Santander;;Rural disperso;2.733;35;2;2.630;62;0;0;0;4;0
68_Santander;68327_Güepsa;Total;4.402;39;3;2.980;1.306;69;1;0;0;4
68_Santander;;Cabecera;2.747;19;1;1.699;977;47;0;0;0;4
68_Santander;;Rural disperso;1.655;20;2;1.281;329;22;1;0;0;0
68_Santander;68344_Hato;Total;2.120;48;5;633;1.410;17;6;0;0;1
68_Santander;;Cabecera;610;2;5;213;385;4;0;0;0;1
68_Santander;;Rural disperso;1.510;46;0;420;1.025;13;6;0;0;0
68_Santander;68368_Jesús María;Total;2.987;32;29;1.101;1.749;61;0;0;0;15
68_Santander;;Cabecera;647;1;0;52;529;54;0;0;0;11
68_Santander;;Rural disperso;2.340;31;29;1.049;1.220;7;0;0;0;4
68_Santander;68370_Jordán;Total;1.163;13;0;954;190;6;0;0;0;0
68_Santander;;Cabecera;96;0;0;77;18;1;0;0;0;0
68_Santander;;Rural disperso;1.067;13;0;877;172;5;0;0;0;0
68_Santander;68377_La Belleza;Total;5.500;231;25;3.277;1.896;54;0;0;0;17
68_Santander;;Cabecera;1.562;21;0;316;1.157;52;0;0;0;16
68_Santander;;Centro poblado;347;5;0;278;64;0;0;0;0;0
68_Santander;;Rural disperso;3.591;205;25;2.683;675;2;0;0;0;1
68_Santander;68385_Landázuri;Total;9.231;245;36;7.756;1.073;104;0;1;0;16
68_Santander;;Cabecera;3.063;64;21;1.841;1.032;102;0;1;0;2
68_Santander;;Centro poblado;887;11;2;860;12;2;0;0;0;0
68_Santander;;Rural disperso;5.281;170;13;5.055;29;0;0;0;0;14
68_Santander;68397_La Paz;Total;3.986;36;0;3.009;922;14;4;0;0;1
68_Santander;;Cabecera;697;6;0;103;570;14;3;0;0;1
68_Santander;;Centro poblado;252;0;0;205;47;0;0;0;0;0
68_Santander;;Rural disperso;3.037;30;0;2.701;305;0;1;0;0;0
68_Santander;68406_Lebrija;Total;37.170;335;259;16.595;14.597;5.148;167;24;3;42
68_Santander;;Cabecera;19.475;219;55;6.445;8.682;4.017;36;2;0;19
68_Santander;;Centro poblado;614;3;20;390;173;28;0;0;0;0
68_Santander;;Rural disperso;17.081;113;184;9.760;5.742;1.103;131;22;3;23
68_Santander;68418_Los Santos;Total;12.403;308;127;7.718;3.397;696;136;10;5;6
68_Santander;;Cabecera;1.629;88;3;827;675;29;5;2;0;0
68_Santander;;Centro poblado;451;16;0;259;176;0;0;0;0;0
68_Santander;;Rural disperso;10.323;204;124;6.632;2.546;667;131;8;5;6
68_Santander;68425_Macaravita;Total;2.130;153;1;995;974;0;0;0;0;7
68_Santander;;Cabecera;268;15;0;130;119;0;0;0;0;4
68_Santander;;Centro poblado;43;0;0;9;34;0;0;0;0;0
68_Santander;;Rural disperso;1.819;138;1;856;821;0;0;0;0;3
68_Santander;68432_Málaga;Total;19.567;84;28;6.007;12.567;803;40;16;0;22
68_Santander;;Cabecera;16.840;70;24;3.968;11.897;803;40;16;0;22
68_Santander;;Centro poblado;74;0;0;74;0;0;0;0;0;0
68_Santander;;Rural disperso;2.653;14;4;1.965;670;0;0;0;0;0
68_Santander;68444_Matanza;Total;4.470;137;15;3.375;833;92;7;0;0;11
68_Santander;;Cabecera;1.220;13;0;316;790;90;7;0;0;4
68_Santander;;Centro poblado;168;0;0;154;12;2;0;0;0;0
68_Santander;;Rural disperso;3.082;124;15;2.905;31;0;0;0;0;7
68_Santander;68464_Mogotes;Total;10.113;139;25;7.134;2.733;65;10;0;0;7
68_Santander;;Cabecera;3.922;28;17;2.051;1.787;30;8;0;0;1
68_Santander;;Centro poblado;154;0;0;121;33;0;0;0;0;0
68_Santander;;Rural disperso;6.037;111;8;4.962;913;35;2;0;0;6
68_Santander;68468_Molagavita;Total;3.915;43;3;3.446;410;8;0;0;0;5
68_Santander;;Cabecera;620;0;3;268;339;8;0;0;0;2
68_Santander;;Centro poblado;34;0;0;22;12;0;0;0;0;0
68_Santander;;Rural disperso;3.261;43;0;3.156;59;0;0;0;0;3
68_Santander;68498_Ocamonte;Total;4.537;100;10;1.331;2.961;115;3;0;0;17
68_Santander;;Cabecera;771;5;0;132;618;10;3;0;0;3
68_Santander;;Rural disperso;3.766;95;10;1.199;2.343;105;0;0;0;14
68_Santander;68500_Oiba;Total;10.117;202;29;2.762;5.436;1.555;110;9;2;12
68_Santander;;Cabecera;4.469;16;11;430;2.698;1.262;41;0;2;9
68_Santander;;Centro poblado;24;0;0;9;15;0;0;0;0;0
68_Santander;;Rural disperso;5.624;186;18;2.323;2.723;293;69;9;0;3
68_Santander;68502_Onzaga;Total;3.928;189;6;2.847;852;25;0;0;5;4
68_Santander;;Cabecera;1.107;9;2;412;668;12;0;0;0;4
68_Santander;;Centro poblado;55;2;0;44;6;3;0;0;0;0
68_Santander;;Rural disperso;2.766;178;4;2.391;178;10;0;0;5;0
68_Santander;68522_Palmar;Total;1.244;12;0;1.006;217;5;0;0;1;3
68_Santander;;Cabecera;422;5;0;279;129;5;0;0;1;3
68_Santander;;Rural disperso;822;7;0;727;88;0;0;0;0;0
68_Santander;68524_Palmas Del Socorro;Total;2.432;15;7;1.062;1.209;124;14;0;0;1
68_Santander;;Cabecera;725;4;1;269;447;4;0;0;0;0
68_Santander;;Rural disperso;1.707;11;6;793;762;120;14;0;0;1
68_Santander;68533_Páramo;Total;4.144;82;142;1.708;1.911;255;42;4;0;0
68_Santander;;Cabecera;1.209;14;4;124;905;149;13;0;0;0
68_Santander;;Rural disperso;2.935;68;138;1.584;1.006;106;29;4;0;0
68_Santander;68547_Piedecuesta;Total;156.660;417;855;20.699;53.356;70.936;8.036;708;1.531;122
68_Santander;;Cabecera;127.391;163;93;4.775;44.139;69.622;7.763;666;86;84
68_Santander;;Centro poblado;9.836;97;398;3.977;3.253;534;124;23;1.424;6
68_Santander;;Rural disperso;19.433;157;364;11.947;5.964;780;149;19;21;32
68_Santander;68549_Pinchote;Total;4.457;27;39;1.848;1.888;623;10;14;7;1
68_Santander;;Cabecera;1.014;0;3;208;723;65;6;8;0;1
68_Santander;;Centro poblado;332;0;0;9;36;284;0;0;3;0
68_Santander;;Rural disperso;3.111;27;36;1.631;1.129;274;4;6;4;0
68_Santander;68572_Puente Nacional;Total;12.451;133;30;6.734;4.059;1.454;13;5;2;21
68_Santander;;Cabecera;4.991;18;10;863;2.663;1.423;4;5;0;5
68_Santander;;Centro poblado;164;7;0;78;76;1;2;0;0;0
68_Santander;;Rural disperso;7.296;108;20;5.793;1.320;30;7;0;2;16
68_Santander;68573_Puerto Parra;Total;6.861;67;48;6.052;639;40;5;0;4;6
68_Santander;;Cabecera;2.394;23;26;1.766;543;28;1;0;4;3
68_Santander;;Centro poblado;2.257;5;0;2.213;29;3;4;0;0;3
68_Santander;;Rural disperso;2.210;39;22;2.073;67;9;0;0;0;0
68_Santander;68575_Puerto Wilches;Total;31.698;689;127;28.382;2.282;176;25;0;0;17
68_Santander;;Cabecera;16.058;91;11;13.509;2.247;162;25;0;0;13
68_Santander;;Centro poblado;11.507;289;13;11.170;22;13;0;0;0;0
68_Santander;;Rural disperso;4.133;309;103;3.703;13;1;0;0;0;4
68_Santander;68615_Rionegro;Total;25.233;209;268;17.235;5.524;1.940;22;9;1;25
68_Santander;;Cabecera;6.122;10;19;1.289;3.021;1.761;13;0;1;8
68_Santander;;Centro poblado;5.275;33;236;4.029;922;47;3;4;0;1
68_Santander;;Rural disperso;13.836;166;13;11.917;1.581;132;6;5;0;16
68_Santander;68655_Sabana De Torres;Total;27.718;471;212;18.447;5.903;2.640;9;7;1;28
68_Santander;;Cabecera;18.596;172;55;10.697;5.099;2.535;9;7;1;21
68_Santander;;Centro poblado;3.242;115;108;2.981;32;6;0;0;0;0
68_Santander;;Rural disperso;5.880;184;49;4.769;772;99;0;0;0;7
68_Santander;68669_San Andrés;Total;7.985;83;7;4.494;3.344;40;1;0;0;16
68_Santander;;Cabecera;2.842;60;3;779;1.946;40;1;0;0;13
68_Santander;;Centro poblado;433;0;0;229;204;0;0;0;0;0
68_Santander;;Rural disperso;4.710;23;4;3.486;1.194;0;0;0;0;3
68_Santander;68673_San Benito;Total;2.705;35;1;1.981;680;0;0;0;5;3
68_Santander;;Cabecera;242;1;1;18;219;0;0;0;0;3
68_Santander;;Centro poblado;416;9;0;336;66;0;0;0;5;0
68_Santander;;Rural disperso;2.047;25;0;1.627;395;0;0;0;0;0
68_Santander;68679_San Gil;Total;54.066;209;73;4.540;20.537;25.754;2.723;155;16;59
68_Santander;;Cabecera;47.730;167;44;1.183;18.045;25.374;2.696;146;16;59
68_Santander;;Rural disperso;6.336;42;29;3.357;2.492;380;27;9;0;0
68_Santander;68682_San Joaquín;Total;2.167;56;7;1.245;816;25;14;0;0;4
68_Santander;;Cabecera;760;10;3;343;394;8;0;0;0;2
68_Santander;;Centro poblado;12;0;0;9;3;0;0;0;0;0
68_Santander;;Rural disperso;1.395;46;4;893;419;17;14;0;0;2
68_Santander;68684_San José De Miranda;Total;4.132;55;1;3.055;1.011;1;0;5;0;4
68_Santander;;Cabecera;851;13;0;161;668;1;0;4;0;4
68_Santander;;Centro poblado;274;0;0;248;26;0;0;0;0;0
68_Santander;;Rural disperso;3.007;42;1;2.646;317;0;0;1;0;0
68_Santander;68686_San Miguel;Total;2.433;22;0;1.995;397;17;0;0;0;2
68_Santander;;Cabecera;629;1;0;243;367;16;0;0;0;2
68_Santander;;Rural disperso;1.804;21;0;1.752;30;1;0;0;0;0
68_Santander;68689_San Vicente De Chucurí;Total;28.760;354;1.011;15.986;10.585;784;10;0;0;30
68_Santander;;Cabecera;10.938;42;16;3.554;6.634;671;8;0;0;13
68_Santander;;Centro poblado;3.164;74;677;2.337;67;3;0;0;0;6
68_Santander;;Rural disperso;14.658;238;318;10.095;3.884;110;2;0;0;11
68_Santander;68705_Santa Bárbara;Total;2.239;79;0;1.178;948;27;0;0;0;7
68_Santander;;Cabecera;204;2;0;52;137;10;0;0;0;3
68_Santander;;Rural disperso;2.035;77;0;1.126;811;17;0;0;0;4
68_Santander;68720_Santa Helena Del Opón;Total;3.160;52;36;2.063;999;5;0;0;0;5
68_Santander;;Cabecera;718;1;33;366;309;5;0;0;0;4
68_Santander;;Centro poblado;691;3;1;597;89;0;0;0;0;1
68_Santander;;Rural disperso;1.751;48;2;1.100;601;0;0;0;0;0
68_Santander;68745_Simacota;Total;7.759;176;27;4.647;2.746;144;7;3;0;9
68_Santander;;Cabecera;1.896;4;3;462;1.400;17;4;0;0;6
68_Santander;;Centro poblado;341;1;0;329;11;0;0;0;0;0
68_Santander;;Rural disperso;5.522;171;24;3.856;1.335;127;3;3;0;3
68_Santander;68755_Socorro;Total;28.975;65;76;4.112;19.058;4.904;642;65;14;39
68_Santander;;Cabecera;23.716;52;58;1.436;16.984;4.505;588;50;9;34
68_Santander;;Centro poblado;58;0;0;11;40;0;0;7;0;0
68_Santander;;Rural disperso;5.201;13;18;2.665;2.034;399;54;8;5;5
68_Santander;68770_Suaita;Total;8.739;85;40;4.179;3.761;660;3;1;0;10
68_Santander;;Cabecera;1.789;4;1;492;975;311;1;0;0;5
68_Santander;;Centro poblado;1.981;19;20;285;1.403;252;0;1;0;1
68_Santander;;Rural disperso;4.969;62;19;3.402;1.383;97;2;0;0;4
68_Santander;68773_Sucre;Total;6.038;198;34;4.655;1.112;20;4;0;3;12
68_Santander;;Cabecera;464;0;2;340;102;16;4;0;0;0
68_Santander;;Centro poblado;1.157;6;7;916;217;2;0;0;0;9
68_Santander;;Rural disperso;4.417;192;25;3.399;793;2;0;0;3;3
68_Santander;68780_Suratá;Total;3.520;96;16;2.621;714;57;10;0;0;6
68_Santander;;Cabecera;902;6;5;447;399;39;1;0;0;5
68_Santander;;Centro poblado;144;0;2;100;35;0;7;0;0;0
68_Santander;;Rural disperso;2.474;90;9;2.074;280;18;2;0;0;1
68_Santander;68820_Tona;Total;6.680;40;29;4.104;2.459;40;7;0;0;1
68_Santander;;Cabecera;499;1;0;253;239;2;4;0;0;0
68_Santander;;Centro poblado;1.130;0;0;757;342;28;2;0;0;1
68_Santander;;Rural disperso;5.051;39;29;3.094;1.878;10;1;0;0;0
68_Santander;68855_Valle De San José;Total;5.648;43;36;2.681;2.404;479;2;0;1;2
68_Santander;;Cabecera;2.319;14;0;308;1.583;410;2;0;0;2
68_Santander;;Rural disperso;3.329;29;36;2.373;821;69;0;0;1;0
68_Santander;68861_Vélez;Total;18.382;117;41;10.190;5.950;1.989;26;6;4;59
68_Santander;;Cabecera;10.469;15;24;3.375;5.076;1.930;20;5;3;21
68_Santander;;Centro poblado;1.206;10;0;1.031;159;3;0;0;0;3
68_Santander;;Rural disperso;6.707;92;17;5.784;715;56;6;1;1;35
68_Santander;68867_Vetas;Total;1.762;11;1;1.111;598;39;0;0;0;2
68_Santander;;Cabecera;708;1;1;324;353;27;0;0;0;2
68_Santander;;Rural disperso;1.054;10;0;787;245;12;0;0;0;0
